questionBankId,title,questionType,difficulty,text,options,correctAnswer,blanks,pairs,explanation,hint,tolerance,unit,bloomsLevel,learningOutcomeIds,subjectId,topicId,gradeLevel,year,createdById,partitionKey
"cmf709kvl00011181nki5cn5o","Integrated Science & Inquiry (Y8) - Scientific Method - Question 11","MULTIPLE_RESPONSE","MEDIUM","Based on the learning outcome ""Students will show analyze scientific data and evidence related to Scientific Method."" in Scientific Method, select all correct answers about Scientific Method.","[{""text"":""Correct statement 1 about Scientific Method"",""isCorrect"":true},{""text"":""Correct statement 2 about Scientific Method"",""isCorrect"":true},{""text"":""Incorrect statement 1 about Scientific Method"",""isCorrect"":false},{""text"":""Incorrect statement 2 about Scientific Method"",""isCorrect"":false}]","","","","This question assesses APPLY level understanding of Scientific Method.","","","","APPLY","cmf9ra2ow00a5qjr8l5b1c0f2","cmesxd5h6001htxcfbvidnh6t","cmev1pvcl001j6vwij7cnaep7","8","2025","cmesy1aa705usd9o9sko65ikk","MYP-Y8-SCI_2025"
"cmf709kvl00011181nki5cn5o","Integrated Science & Inquiry (Y8) - Scientific Method - Question 12","NUMERIC","MEDIUM","Based on the learning outcome ""Students will show analyze scientific data and evidence related to Scientific Method."" in Scientific Method, calculate the result for this Scientific Method problem. If the value is 36, what is the result when reduced by 5?","","31","","","This question assesses APPLY level understanding of Scientific Method.","","0.1","units","APPLY","cmf9ra2ow00a5qjr8l5b1c0f2","cmesxd5h6001htxcfbvidnh6t","cmev1pvcl001j6vwij7cnaep7","8","2025","cmesy1aa705usd9o9sko65ikk","MYP-Y8-SCI_2025"
"cmf709kvl00011181nki5cn5o","Integrated Science & Inquiry (Y8) - Scientific Method - Question 13","MULTIPLE_RESPONSE","MEDIUM","Based on the learning outcome ""Students will show analyze scientific data and evidence related to Scientific Method."" in Scientific Method, select all correct answers about Scientific Method.","[{""text"":""Correct statement 1 about Scientific Method"",""isCorrect"":true},{""text"":""Correct statement 2 about Scientific Method"",""isCorrect"":true},{""text"":""Incorrect statement 1 about Scientific Method"",""isCorrect"":false},{""text"":""Incorrect statement 2 about Scientific Method"",""isCorrect"":false}]","","","","This question assesses APPLY level understanding of Scientific Method.","","","","APPLY","cmf9ra2ow00a5qjr8l5b1c0f2","cmesxd5h6001htxcfbvidnh6t","cmev1pvcl001j6vwij7cnaep7","8","2025","cmesy1aa705usd9o9sko65ikk","MYP-Y8-SCI_2025"
"cmf709kvl00011181nki5cn5o","Integrated Science & Inquiry (Y8) - Scientific Method - Question 14","MULTIPLE_RESPONSE","MEDIUM","Based on the learning outcome ""Students will show analyze scientific data and evidence related to Scientific Method."" in Scientific Method, select all correct answers about Scientific Method.","[{""text"":""Correct statement 1 about Scientific Method"",""isCorrect"":true},{""text"":""Correct statement 2 about Scientific Method"",""isCorrect"":true},{""text"":""Incorrect statement 1 about Scientific Method"",""isCorrect"":false},{""text"":""Incorrect statement 2 about Scientific Method"",""isCorrect"":false}]","","","","This question assesses APPLY level understanding of Scientific Method.","","","","APPLY","cmf9ra2ow00a5qjr8l5b1c0f2","cmesxd5h6001htxcfbvidnh6t","cmev1pvcl001j6vwij7cnaep7","8","2025","cmesy1aa705usd9o9sko65ikk","MYP-Y8-SCI_2025"
"cmf709kvl00011181nki5cn5o","Integrated Science & Inquiry (Y8) - Scientific Method - Question 15","SHORT_ANSWER","MEDIUM","Based on the learning outcome ""Students will show analyze scientific data and evidence related to Scientific Method."" in Scientific Method, explain the key concepts of Scientific Method in 2-3 sentences.","","","","","This question assesses APPLY level understanding of Scientific Method.","Consider the main principles and applications of Scientific Method.","","","APPLY","cmf9ra2ow00a5qjr8l5b1c0f2","cmesxd5h6001htxcfbvidnh6t","cmev1pvcl001j6vwij7cnaep7","8","2025","cmesy1aa705usd9o9sko65ikk","MYP-Y8-SCI_2025"
"cmf709kvl00011181nki5cn5o","Integrated Science & Inquiry (Y8) - Scientific Method - Question 16","ESSAY","MEDIUM","Based on the learning outcome ""Students will contrast evaluate scientific claims and theories related to Scientific Method."" in Scientific Method, analyze and evaluate the concepts in Scientific Method. Provide a comprehensive discussion with examples.","","","","","This question assesses ANALYZE level understanding of Scientific Method.","Structure your response with introduction, analysis, examples, and conclusion.","","","ANALYZE","cmf9ra54100a7qjr8hz09wsid","cmesxd5h6001htxcfbvidnh6t","cmev1pvcl001j6vwij7cnaep7","8","2025","cmesy1aa705usd9o9sko65ikk","MYP-Y8-SCI_2025"
"cmf709kvl00011181nki5cn5o","Integrated Science & Inquiry (Y8) - Scientific Method - Question 17","SHORT_ANSWER","MEDIUM","Based on the learning outcome ""Students will contrast evaluate scientific claims and theories related to Scientific Method."" in Scientific Method, explain the key concepts of Scientific Method in 2-3 sentences.","","","","","This question assesses ANALYZE level understanding of Scientific Method.","Consider the main principles and applications of Scientific Method.","","","ANALYZE","cmf9ra54100a7qjr8hz09wsid","cmesxd5h6001htxcfbvidnh6t","cmev1pvcl001j6vwij7cnaep7","8","2025","cmesy1aa705usd9o9sko65ikk","MYP-Y8-SCI_2025"
"cmf709kvl00011181nki5cn5o","Integrated Science & Inquiry (Y8) - Scientific Method - Question 18","SHORT_ANSWER","MEDIUM","Based on the learning outcome ""Students will contrast evaluate scientific claims and theories related to Scientific Method."" in Scientific Method, explain the key concepts of Scientific Method in 2-3 sentences.","","","","","This question assesses ANALYZE level understanding of Scientific Method.","Consider the main principles and applications of Scientific Method.","","","ANALYZE","cmf9ra54100a7qjr8hz09wsid","cmesxd5h6001htxcfbvidnh6t","cmev1pvcl001j6vwij7cnaep7","8","2025","cmesy1aa705usd9o9sko65ikk","MYP-Y8-SCI_2025"
"cmf709kvl00011181nki5cn5o","Integrated Science & Inquiry (Y8) - Scientific Method - Question 19","MULTIPLE_RESPONSE","MEDIUM","Based on the learning outcome ""Students will contrast evaluate scientific claims and theories related to Scientific Method."" in Scientific Method, select all correct answers about Scientific Method.","[{""text"":""Correct statement 1 about Scientific Method"",""isCorrect"":true},{""text"":""Correct statement 2 about Scientific Method"",""isCorrect"":true},{""text"":""Incorrect statement 1 about Scientific Method"",""isCorrect"":false},{""text"":""Incorrect statement 2 about Scientific Method"",""isCorrect"":false}]","","","","This question assesses ANALYZE level understanding of Scientific Method.","","","","ANALYZE","cmf9ra54100a7qjr8hz09wsid","cmesxd5h6001htxcfbvidnh6t","cmev1pvcl001j6vwij7cnaep7","8","2025","cmesy1aa705usd9o9sko65ikk","MYP-Y8-SCI_2025"
"cmf709kvl00011181nki5cn5o","Integrated Science & Inquiry (Y8) - Scientific Method - Question 20","MULTIPLE_RESPONSE","MEDIUM","Based on the learning outcome ""Students will contrast evaluate scientific claims and theories related to Scientific Method."" in Scientific Method, select all correct answers about Scientific Method.","[{""text"":""Correct statement 1 about Scientific Method"",""isCorrect"":true},{""text"":""Correct statement 2 about Scientific Method"",""isCorrect"":true},{""text"":""Incorrect statement 1 about Scientific Method"",""isCorrect"":false},{""text"":""Incorrect statement 2 about Scientific Method"",""isCorrect"":false}]","","","","This question assesses ANALYZE level understanding of Scientific Method.","","","","ANALYZE","cmf9ra54100a7qjr8hz09wsid","cmesxd5h6001htxcfbvidnh6t","cmev1pvcl001j6vwij7cnaep7","8","2025","cmesy1aa705usd9o9sko65ikk","MYP-Y8-SCI_2025"
"cmf709kvl00011181nki5cn5o","Integrated Science & Inquiry (Y8) - Scientific Method - Question 21","ESSAY","HARD","Based on the learning outcome ""Students will support design and conduct scientific investigations related to Scientific Method."" in Scientific Method, analyze and evaluate the concepts in Scientific Method. Provide a comprehensive discussion with examples.","","","","","This question assesses EVALUATE level understanding of Scientific Method.","Structure your response with introduction, analysis, examples, and conclusion.","","","EVALUATE","cmf9ra5bt00a9qjr8hcj5a0h0","cmesxd5h6001htxcfbvidnh6t","cmev1pvcl001j6vwij7cnaep7","8","2025","cmesy1aa705usd9o9sko65ikk","MYP-Y8-SCI_2025"
"cmf709kvl00011181nki5cn5o","Integrated Science & Inquiry (Y8) - Scientific Method - Question 22","MULTIPLE_RESPONSE","HARD","Based on the learning outcome ""Students will support design and conduct scientific investigations related to Scientific Method."" in Scientific Method, select all correct answers about Scientific Method.","[{""text"":""Correct statement 1 about Scientific Method"",""isCorrect"":true},{""text"":""Correct statement 2 about Scientific Method"",""isCorrect"":true},{""text"":""Incorrect statement 1 about Scientific Method"",""isCorrect"":false},{""text"":""Incorrect statement 2 about Scientific Method"",""isCorrect"":false}]","","","","This question assesses EVALUATE level understanding of Scientific Method.","","","","EVALUATE","cmf9ra5bt00a9qjr8hcj5a0h0","cmesxd5h6001htxcfbvidnh6t","cmev1pvcl001j6vwij7cnaep7","8","2025","cmesy1aa705usd9o9sko65ikk","MYP-Y8-SCI_2025"
"cmf709kvl00011181nki5cn5o","Integrated Science & Inquiry (Y8) - Scientific Method - Question 23","MULTIPLE_CHOICE","HARD","Based on the learning outcome ""Students will support design and conduct scientific investigations related to Scientific Method."" in Scientific Method, which of the following best demonstrates understanding of Scientific Method?","[{""text"":""Correct answer related to Scientific Method"",""isCorrect"":true},{""text"":""Distractor option 1 for Scientific Method"",""isCorrect"":false},{""text"":""Distractor option 2 for Scientific Method"",""isCorrect"":false},{""text"":""Distractor option 3 for Scientific Method"",""isCorrect"":false}]","","","","This question assesses EVALUATE level understanding of Scientific Method.","","","","EVALUATE","cmf9ra5bt00a9qjr8hcj5a0h0","cmesxd5h6001htxcfbvidnh6t","cmev1pvcl001j6vwij7cnaep7","8","2025","cmesy1aa705usd9o9sko65ikk","MYP-Y8-SCI_2025"
"cmf709kvl00011181nki5cn5o","Integrated Science & Inquiry (Y8) - Scientific Method - Question 24","ESSAY","HARD","Based on the learning outcome ""Students will support design and conduct scientific investigations related to Scientific Method."" in Scientific Method, analyze and evaluate the concepts in Scientific Method. Provide a comprehensive discussion with examples.","","","","","This question assesses EVALUATE level understanding of Scientific Method.","Structure your response with introduction, analysis, examples, and conclusion.","","","EVALUATE","cmf9ra5bt00a9qjr8hcj5a0h0","cmesxd5h6001htxcfbvidnh6t","cmev1pvcl001j6vwij7cnaep7","8","2025","cmesy1aa705usd9o9sko65ikk","MYP-Y8-SCI_2025"
"cmf709kvl00011181nki5cn5o","Integrated Science & Inquiry (Y8) - Scientific Method - Question 25","MULTIPLE_RESPONSE","HARD","Based on the learning outcome ""Students will support design and conduct scientific investigations related to Scientific Method."" in Scientific Method, select all correct answers about Scientific Method.","[{""text"":""Correct statement 1 about Scientific Method"",""isCorrect"":true},{""text"":""Correct statement 2 about Scientific Method"",""isCorrect"":true},{""text"":""Incorrect statement 1 about Scientific Method"",""isCorrect"":false},{""text"":""Incorrect statement 2 about Scientific Method"",""isCorrect"":false}]","","","","This question assesses EVALUATE level understanding of Scientific Method.","","","","EVALUATE","cmf9ra5bt00a9qjr8hcj5a0h0","cmesxd5h6001htxcfbvidnh6t","cmev1pvcl001j6vwij7cnaep7","8","2025","cmesy1aa705usd9o9sko65ikk","MYP-Y8-SCI_2025"
"cmf709kvl00011181nki5cn5o","Integrated Science & Inquiry (Y8) - Scientific Method - Question 26","ESSAY","HARD","Based on the learning outcome ""Students will produce communicate scientific findings effectively related to Scientific Method."" in Scientific Method, analyze and evaluate the concepts in Scientific Method. Provide a comprehensive discussion with examples.","","","","","This question assesses CREATE level understanding of Scientific Method.","Structure your response with introduction, analysis, examples, and conclusion.","","","CREATE","cmf9ra5jf00abqjr8dg1hwanc","cmesxd5h6001htxcfbvidnh6t","cmev1pvcl001j6vwij7cnaep7","8","2025","cmesy1aa705usd9o9sko65ikk","MYP-Y8-SCI_2025"
"cmf709kvl00011181nki5cn5o","Integrated Science & Inquiry (Y8) - Scientific Method - Question 27","ESSAY","HARD","Based on the learning outcome ""Students will produce communicate scientific findings effectively related to Scientific Method."" in Scientific Method, analyze and evaluate the concepts in Scientific Method. Provide a comprehensive discussion with examples.","","","","","This question assesses CREATE level understanding of Scientific Method.","Structure your response with introduction, analysis, examples, and conclusion.","","","CREATE","cmf9ra5jf00abqjr8dg1hwanc","cmesxd5h6001htxcfbvidnh6t","cmev1pvcl001j6vwij7cnaep7","8","2025","cmesy1aa705usd9o9sko65ikk","MYP-Y8-SCI_2025"
"cmf709kvl00011181nki5cn5o","Integrated Science & Inquiry (Y8) - Scientific Method - Question 28","SHORT_ANSWER","HARD","Based on the learning outcome ""Students will produce communicate scientific findings effectively related to Scientific Method."" in Scientific Method, explain the key concepts of Scientific Method in 2-3 sentences.","","","","","This question assesses CREATE level understanding of Scientific Method.","Consider the main principles and applications of Scientific Method.","","","CREATE","cmf9ra5jf00abqjr8dg1hwanc","cmesxd5h6001htxcfbvidnh6t","cmev1pvcl001j6vwij7cnaep7","8","2025","cmesy1aa705usd9o9sko65ikk","MYP-Y8-SCI_2025"
"cmf709kvl00011181nki5cn5o","Integrated Science & Inquiry (Y8) - Scientific Method - Question 29","MULTIPLE_RESPONSE","HARD","Based on the learning outcome ""Students will produce communicate scientific findings effectively related to Scientific Method."" in Scientific Method, select all correct answers about Scientific Method.","[{""text"":""Correct statement 1 about Scientific Method"",""isCorrect"":true},{""text"":""Correct statement 2 about Scientific Method"",""isCorrect"":true},{""text"":""Incorrect statement 1 about Scientific Method"",""isCorrect"":false},{""text"":""Incorrect statement 2 about Scientific Method"",""isCorrect"":false}]","","","","This question assesses CREATE level understanding of Scientific Method.","","","","CREATE","cmf9ra5jf00abqjr8dg1hwanc","cmesxd5h6001htxcfbvidnh6t","cmev1pvcl001j6vwij7cnaep7","8","2025","cmesy1aa705usd9o9sko65ikk","MYP-Y8-SCI_2025"
"cmf709kvl00011181nki5cn5o","Integrated Science & Inquiry (Y8) - Scientific Method - Question 30","ESSAY","HARD","Based on the learning outcome ""Students will produce communicate scientific findings effectively related to Scientific Method."" in Scientific Method, analyze and evaluate the concepts in Scientific Method. Provide a comprehensive discussion with examples.","","","","","This question assesses CREATE level understanding of Scientific Method.","Structure your response with introduction, analysis, examples, and conclusion.","","","CREATE","cmf9ra5jf00abqjr8dg1hwanc","cmesxd5h6001htxcfbvidnh6t","cmev1pvcl001j6vwij7cnaep7","8","2025","cmesy1aa705usd9o9sko65ikk","MYP-Y8-SCI_2025"
"cmf709kvl00011181nki5cn5o","Integrated Science & Inquiry (Y8) - Life Sciences - Question 31","MULTIPLE_CHOICE","EASY","Based on the learning outcome ""Students will define understand scientific concepts and principles related to Life Sciences."" in Life Sciences, which of the following best demonstrates understanding of Life Sciences?","[{""text"":""Correct answer related to Life Sciences"",""isCorrect"":true},{""text"":""Distractor option 1 for Life Sciences"",""isCorrect"":false},{""text"":""Distractor option 2 for Life Sciences"",""isCorrect"":false},{""text"":""Distractor option 3 for Life Sciences"",""isCorrect"":false}]","","","","This question assesses REMEMBER level understanding of Life Sciences.","","","","REMEMBER","cmf9ra5zw00adqjr831xto9f3","cmesxd5h6001htxcfbvidnh6t","cmev1pvg0001l6vwihc31zrby","8","2025","cmesy1aa705usd9o9sko65ikk","MYP-Y8-SCI_2025"
"cmf709kvl00011181nki5cn5o","Integrated Science & Inquiry (Y8) - Life Sciences - Question 32","MULTIPLE_CHOICE","EASY","Based on the learning outcome ""Students will define understand scientific concepts and principles related to Life Sciences."" in Life Sciences, which of the following best demonstrates understanding of Life Sciences?","[{""text"":""Correct answer related to Life Sciences"",""isCorrect"":true},{""text"":""Distractor option 1 for Life Sciences"",""isCorrect"":false},{""text"":""Distractor option 2 for Life Sciences"",""isCorrect"":false},{""text"":""Distractor option 3 for Life Sciences"",""isCorrect"":false}]","","","","This question assesses REMEMBER level understanding of Life Sciences.","","","","REMEMBER","cmf9ra5zw00adqjr831xto9f3","cmesxd5h6001htxcfbvidnh6t","cmev1pvg0001l6vwihc31zrby","8","2025","cmesy1aa705usd9o9sko65ikk","MYP-Y8-SCI_2025"
"cmf709kvl00011181nki5cn5o","Integrated Science & Inquiry (Y8) - Life Sciences - Question 33","MULTIPLE_CHOICE","EASY","Based on the learning outcome ""Students will define understand scientific concepts and principles related to Life Sciences."" in Life Sciences, which of the following best demonstrates understanding of Life Sciences?","[{""text"":""Correct answer related to Life Sciences"",""isCorrect"":true},{""text"":""Distractor option 1 for Life Sciences"",""isCorrect"":false},{""text"":""Distractor option 2 for Life Sciences"",""isCorrect"":false},{""text"":""Distractor option 3 for Life Sciences"",""isCorrect"":false}]","","","","This question assesses REMEMBER level understanding of Life Sciences.","","","","REMEMBER","cmf9ra5zw00adqjr831xto9f3","cmesxd5h6001htxcfbvidnh6t","cmev1pvg0001l6vwihc31zrby","8","2025","cmesy1aa705usd9o9sko65ikk","MYP-Y8-SCI_2025"
"cmf709kvl00011181nki5cn5o","Integrated Science & Inquiry (Y8) - Life Sciences - Question 34","FILL_IN_THE_BLANKS","EASY","Complete the following statement about Life Sciences: ""The key concept in Life Sciences is _____ which helps students understand the subject better.""","","","[{""id"":""blank-1"",""correctAnswers"":[""concept related to Life Sciences"",""principle of Life Sciences""]}]","","This question assesses REMEMBER level understanding of Life Sciences.","","","","REMEMBER","cmf9ra5zw00adqjr831xto9f3","cmesxd5h6001htxcfbvidnh6t","cmev1pvg0001l6vwihc31zrby","8","2025","cmesy1aa705usd9o9sko65ikk","MYP-Y8-SCI_2025"
"cmf709kvl00011181nki5cn5o","Integrated Science & Inquiry (Y8) - Life Sciences - Question 35","TRUE_FALSE","EASY","Based on the learning outcome ""Students will define understand scientific concepts and principles related to Life Sciences."" in Life Sciences, the following statement about Life Sciences is accurate: ""Life Sciences concepts are fundamental to understanding this subject.""","","false","","","This question assesses REMEMBER level understanding of Life Sciences.","","","","REMEMBER","cmf9ra5zw00adqjr831xto9f3","cmesxd5h6001htxcfbvidnh6t","cmev1pvg0001l6vwihc31zrby","8","2025","cmesy1aa705usd9o9sko65ikk","MYP-Y8-SCI_2025"
"cmf709kvl00011181nki5cn5o","Integrated Science & Inquiry (Y8) - Life Sciences - Question 36","TRUE_FALSE","EASY","Based on the learning outcome ""Students will explain apply scientific methods and processes related to Life Sciences."" in Life Sciences, the following statement about Life Sciences is accurate: ""Life Sciences concepts are fundamental to understanding this subject.""","","false","","","This question assesses UNDERSTAND level understanding of Life Sciences.","","","","UNDERSTAND","cmf9ra6hg00afqjr8ug6wb2wn","cmesxd5h6001htxcfbvidnh6t","cmev1pvg0001l6vwihc31zrby","8","2025","cmesy1aa705usd9o9sko65ikk","MYP-Y8-SCI_2025"
"cmf709kvl00011181nki5cn5o","Integrated Science & Inquiry (Y8) - Life Sciences - Question 37","SHORT_ANSWER","EASY","Based on the learning outcome ""Students will explain apply scientific methods and processes related to Life Sciences."" in Life Sciences, explain the key concepts of Life Sciences in 2-3 sentences.","","","","","This question assesses UNDERSTAND level understanding of Life Sciences.","Consider the main principles and applications of Life Sciences.","","","UNDERSTAND","cmf9ra6hg00afqjr8ug6wb2wn","cmesxd5h6001htxcfbvidnh6t","cmev1pvg0001l6vwihc31zrby","8","2025","cmesy1aa705usd9o9sko65ikk","MYP-Y8-SCI_2025"
"cmf709kvl00011181nki5cn5o","Integrated Science & Inquiry (Y8) - Life Sciences - Question 38","MULTIPLE_CHOICE","EASY","Based on the learning outcome ""Students will explain apply scientific methods and processes related to Life Sciences."" in Life Sciences, which of the following best demonstrates understanding of Life Sciences?","[{""text"":""Correct answer related to Life Sciences"",""isCorrect"":true},{""text"":""Distractor option 1 for Life Sciences"",""isCorrect"":false},{""text"":""Distractor option 2 for Life Sciences"",""isCorrect"":false},{""text"":""Distractor option 3 for Life Sciences"",""isCorrect"":false}]","","","","This question assesses UNDERSTAND level understanding of Life Sciences.","","","","UNDERSTAND","cmf9ra6hg00afqjr8ug6wb2wn","cmesxd5h6001htxcfbvidnh6t","cmev1pvg0001l6vwihc31zrby","8","2025","cmesy1aa705usd9o9sko65ikk","MYP-Y8-SCI_2025"
